"ID","Nombre completo","Fecha de nacimiento","Dirección","Localidad y Código postal","Teléfono","Correo electrónico","Fecha de alta","Grupo de clientes"
"C0893","Gonzalo Sans Miró","5/8/1980","6 Newport Court","Brooklyn, NY 11235","(334) 305-7194","corrada@mac.com","3/20/2014 20:24","D"
"C0894","Sofía Bou Zamorano","6/3/1998","309 South Hill Field St.","Massapequa, NY 11758","(602) 467-4837","chinthaka@aol.com","2/21/2012 21:40","B"
"C0895","Leandro Gabino Cruz Izaguirre","7/16/1980","7363 St Louis Street","Jamestown, NY 14701","(939) 500-3265","cgreuter@yahoo.com","4/10/2007 15:04","D"
"C0896","Angelina Royo Canals","9/11/1999","8877 Selby Rd.","Fairport, NY 14450","(987) 536-2384","ateniese@hotmail.com","11/18/2008 9:50","C"
"C0897","Pío Fonseca-Granados","3/15/1983","35 Airport Street","Bronx, NY 10465","(730) 738-3338","mcmillan@optonline.net","6/16/2006 18:00","C"
"C0898","Luis Miguel Cuadrado Gual","4/15/1984","858 Primrose Lane","Brooklyn, NY 11234","(330) 201-7051","gilmoure@yahoo.ca","12/19/2010 15:11","C"
"C0899","Blanca Lucas Cortés","2/12/1978","824 Woodside Avenue","West Babylon, NY 11704","(932) 338-3282","mbrown@live.com","12/6/2010 9:19","A"
"C0900","José Luis Arévalo","9/25/1992","917 NW. Leatherwood Court","Bronx, NY 10461","(878) 237-0878","qmacro@verizon.net","1/20/2011 14:13","D"
"C0901","Leonel Sierra Fajardo","12/12/1970","21 Creek Drive","Bronx, NY 10467","(403) 429-9891","staikos@gmail.com","12/19/2019 17:19","E"
"C0902","Calixto Palacio Casas","4/29/1978","39 Goldfield Rd.","South Ozone Park, NY 11420","(705) 444-0556","knorr@comcast.net","10/14/2019 13:37","E"
"C0903","Eugenio Pla Alegre","2/11/1974","972 Stillwater St.","Brooklyn, NY 11220","(879) 591-2306","gavinls@verizon.net","8/8/2015 16:35","E"
"C0904","Daniela Arana","8/12/1996","86 Logan Dr.","Rego Park, NY 11374","(467) 399-9709","scarolan@aol.com","4/2/2008 12:13","A"
"C0905","Amancio Casares Francisco","4/11/1976","88 Maple Circle","Tonawanda, NY 14150","(744) 598-1150","hutton@comcast.net","12/6/2005 8:49","B"
"C0906","Leopoldo Lamas Vilaplana","11/25/1989","31 Studebaker St.","East Elmhurst, NY 11370","(857) 769-7335","pizza@gmail.com","6/9/2015 6:58","A"
"C0907","Pascual del Haro","5/28/1996","34 E. Lafayette Court","Jamaica, NY 11434","(894) 916-8764","mobileip@yahoo.ca","3/24/2016 17:08","A"
"C0908","Dionisia Llamas","1/16/1998","2 Ridgeview Dr.","Middletown, NY 10940","(546) 437-8882","horrocks@yahoo.com","6/15/2005 11:43","E"
"C0909","Amada Falcó Llabrés","2/25/1987","75 Jefferson Lane","Poughkeepsie, NY 12603","(928) 743-6374","sarahs@aol.com","2/20/2021 2:46","B"
"C0910","Óscar Enríquez Acedo","8/31/1988","5 Circle Dr.","Huntington Station, NY 11746","(751) 725-0334","fluffy@aol.com","5/26/2008 1:17","E"
"C0911","Cecilio Bastida Seguí","11/21/1971","612 Silver Spear Dr.","Brooklyn, NY 11204","(453) 596-2200","jeffcovey@optonline.net","5/5/2007 18:28","C"
"C0912","Leocadia Aznar Revilla","5/4/1989","8627 Bayberry Street","New York, NY 10028","(623) 788-7862","naoya@outlook.com","4/13/2020 15:39","A"
"C0913","Anabel Iniesta Hierro","6/4/1987","4 Bank Dr.","Bronx, NY 10466","(920) 438-1880","staikos@optonline.net","11/8/2019 9:26","C"
"C0914","Lilia Narváez Batalla","5/9/1982","8579 Greenview St.","Jackson Heights, NY 11372","(752) 297-5212","mrobshaw@me.com","7/9/2017 13:14","C"
"C0915","Adriana Egea Luís","1/30/1998","8483 Sugar Ave.","Bronx, NY 10453","(693) 681-7202","ajlitt@outlook.com","4/13/2021 20:03","B"
"C0916","Pepita del Gallart","1/4/1970","8995 Rockledge Street","Westbury, NY 11590","(455) 437-3253","dawnsong@icloud.com","12/15/2010 0:29","C"
"C0917","Luis Ángel Téllez Conde","3/3/1971","9834 Pennington Ave.","Bronx, NY 10460","(212) 757-8062","mirod@aol.com","2/24/2015 20:17","A"
"C0918","Angelina Sanmiguel Gallo","2/25/2000","14 Charles Ave.","Buffalo, NY 14215","(904) 210-8504","uraeus@aol.com","3/9/2006 15:15","B"
"C0919","Catalina Solé Porras","8/21/1971","178 Oakland Lane","Rome, NY 13440","(203) 626-2113","treeves@comcast.net","9/17/2010 12:46","B"
"C0920","Manuela Benavides Gálvez","5/2/1993","7690 Glenridge Street","New York, NY 10032","(671) 220-0042","gknauss@outlook.com","2/7/2018 11:08","A"
"C0921","Teresa Lastra Serra","9/22/1987","9105 E. Bayberry Avenue","Flushing, NY 11355","(547) 966-8598","duncand@mac.com","4/14/2005 21:29","B"
"C0922","Marianela Jover Carballo","8/19/1995","8489 Colonial St.","Rochester, NY 14609","(623) 913-9558","marioph@mac.com","2/5/2006 14:39","A"
"C0923","Ainara Zaragoza Crespi","6/8/1977","7266 Shady Drive","Hamburg, NY 14075","(715) 291-1286","unreal@aol.com","6/15/2019 0:44","C"
"C0924","Claudio Porfirio Francisco Múñiz","6/30/1979","493 Summer Avenue","Forest Hills, NY 11375","(354) 237-3268","mdielmann@yahoo.ca","11/17/2019 9:37","A"
"C0925","Andrés Felipe Cuevas","10/16/1987","254 Kingston Street","Brooklyn, NY 11238","(269) 935-1685","kuparine@msn.com","7/23/2015 18:00","B"
"C0926","Encarnación Fiol Domingo","6/28/1999","37 Garfield Dr.","Brooklyn, NY 11213","(646) 203-3225","pfitza@live.com","8/17/2007 15:06","C"
"C0927","Fátima de Cisneros","10/2/1989","92 Peg Shop Rd.","New York, NY 10002","(806) 938-4587","comdig@yahoo.ca","4/1/2005 21:14","D"
"C0928","Maximino Vigil Morante","6/5/1995","457 Orange Street","Elmont, NY 11003","(633) 955-6590","sfoskett@verizon.net","1/1/2008 11:31","B"
"C0929","María Luisa Antúnez Girón","11/23/1989","62 Swanson Dr.","Brooklyn, NY 11211","(987) 947-7889","techie@gmail.com","2/3/2006 20:20","D"
"C0930","Beatriz Bello Godoy","3/1/1974","269 Hartford St.","Bronx, NY 10468","(946) 604-6365","kjetilk@live.com","12/31/2011 12:40","D"
"C0931","Eloísa Rosalina Pont Madrigal","3/7/1980","15 East Richardson Drive","Astoria, NY 11106","(696) 763-2316","kourai@me.com","11/11/2014 3:34","D"
"C0932","Ibán Rios Calvet","9/8/1976","859 Foxrun Ave.","Astoria, NY 11103","(461) 831-9487","kempsonc@aol.com","2/24/2015 21:00","E"
"C0933","Rufino Mascaró-Borrell","9/11/1994","6 Monroe Ave.","Lindenhurst, NY 11757","(695) 531-1875","joglo@optonline.net","9/8/2006 23:22","A"
"C0934","Félix Paredes Mulet","10/19/1970","7465 Rosewood Road","Brooklyn, NY 11206","(936) 854-3061","pakaste@msn.com","4/12/2010 20:05","E"
"C0935","Lucho Aznar","1/13/1972","85 Brewery Lane","Staten Island, NY 10312","(691) 840-0840","facet@gmail.com","10/31/2010 10:52","E"
"C0936","Encarnacion del Aguiló","6/7/1977","8987 Tunnel Court","Jamaica, NY 11432","(810) 733-6823","lstaf@me.com","11/2/2015 7:09","E"
"C0937","Juan Bautista de Campos","7/29/1988","618 North Park Drive","New York, NY 10027","(392) 721-3723","vganesh@hotmail.com","3/31/2012 7:09","A"
"C0938","Leonor Ugarte Salas","7/13/1972","749 Honey Creek St.","Bronx, NY 10458","(244) 975-9008","seebs@gmail.com","8/30/2018 15:31","D"
"C0939","Hermenegildo de Tolosa","4/24/1999","401 Arcadia St.","Freeport, NY 11520","(574) 310-1480","baveja@msn.com","8/12/2010 19:21","E"
"C0940","Lisandro Benavides Barba","1/30/1982","61 Aspen Street","New York, NY 10031","(562) 687-6697","jdhedden@me.com","7/2/2007 20:19","B"
"C0941","Zacarías Milla Fernandez","3/24/1980","8842 Albany Dr.","Brooklyn, NY 11207","(362) 958-3945","nimaclea@mac.com","8/9/2006 15:33","B"
"C0942","Leyre Ponce-Quintana","3/23/1989","7761 Glenridge St.","Troy, NY 12180","(425) 692-2477","wikinerd@msn.com","1/1/2012 9:13","E"
"C0943","Palmira Moreno Manzanares","4/20/1973","7542 Logan Ave.","Brooklyn, NY 11219","(844) 204-7819","suresh@sbcglobal.net","4/10/2008 13:00","C"
"C0944","Amancio Bermúdez Flor","10/23/1979","906 North Marshall Drive","Far Rockaway, NY 11691","(707) 398-6865","mhassel@outlook.com","10/30/2014 4:30","A"
"C0945","Baltasar Téllez Vargas","1/8/1985","566 Old Windsor Street","Staten Island, NY 10314","(469) 519-2773","mcsporran@hotmail.com","10/14/2014 6:58","E"
"C0946","María Fernanda Delia Rovira Taboada","7/26/1974","363 Carson Lane","Bronx, NY 10462","(592) 732-7144","lcheng@outlook.com","9/21/2014 11:35","C"
"C0947","Héctor Galván","1/29/1983","8046 Clay Street","Bronx, NY 10473","(602) 356-3808","weidai@att.net","6/3/2012 6:37","E"
"C0948","Matías Rincón-Roldan","10/17/1995","36 South Lake Forest Lane","New York, NY 10128","(640) 568-0785","jpflip@hotmail.com","4/24/2011 9:06","C"
"C0949","Benigno Folch Villaverde","4/17/1988","437 Jockey Hollow Dr.","Patchogue, NY 11772","(400) 512-4755","samavati@me.com","4/20/2014 2:34","D"
"C0950","Ariel Bejarano Gimenez","11/10/1990","135 Airport Ave.","Staten Island, NY 10306","(415) 935-8378","smpeters@gmail.com","1/30/2018 10:26","A"
"C0951","Román Villa Marqués","12/24/1993","8857 Gonzales Street","Brooklyn, NY 11210","(664) 297-3908","cosimo@live.com","6/28/2012 6:30","E"
"C0952","Dimas Ibarra Domínguez","2/24/1991","9538 South Wall St.","Brooklyn, NY 11230","(843) 208-4225","bdbrown@yahoo.ca","6/3/2008 10:14","D"
"C0953","Íñigo Pavón Pol","11/8/1999","8478 Vernon Lane","Brooklyn, NY 11209","(336) 204-3889","psharpe@me.com","9/5/2009 14:07","A"
"C0954","Fernanda Olivé Garmendia","7/18/1973","7133 E. West St.","New York, NY 10040","(911) 488-1913","moxfulder@sbcglobal.net","1/17/2019 20:28","B"
"C0955","Norberto Chucho Raya Saldaña","2/19/1999","26 Sycamore Street","Lockport, NY 14094","(535) 815-9607","tattooman@comcast.net","6/2/2009 10:29","A"
"C0956","Clementina Salcedo Valenzuela","3/22/1981","746 Marsh Ave.","Flushing, NY 11354","(295) 730-6919","scottzed@live.com","12/30/2007 21:22","B"
"C0957","Brunilda Paredes Vilar","1/7/1977","53 Cedarwood St.","Poughkeepsie, NY 12601","(743) 483-8112","hampton@me.com","11/28/2006 11:38","B"
"C0958","Ester Gras Talavera","3/13/1981","86 N. Poor House Ave.","Webster, NY 14580","(831) 249-5449","clkao@yahoo.com","10/26/2016 2:23","C"
"C0959","Jonatan del Guzman","1/1/1970","7017 Walt Whitman Street","Bronx, NY 10469","(960) 905-6170","amaranth@mac.com","12/15/2019 18:24","C"
"C0960","Susanita Polo Pons","3/27/1999","7952 Durham St.","Brooklyn, NY 11237","(214) 703-7189","pemungkah@verizon.net","6/25/2006 15:27","A"
"C0961","Emiliano Galván Madrigal","5/30/1981","7788 S. Princeton Court","Brooklyn, NY 11228","(944) 933-0069","joehall@gmail.com","12/21/2006 8:48","C"
"C0962","Palmira Téllez Rosales","4/11/1972","7707 Beech Ave.","Brooklyn, NY 11225","(429) 932-6260","dexter@yahoo.ca","10/11/2017 23:01","B"
"C0963","Gracia José Puente Belmonte","6/15/1977","9307 Riverside Dr.","Hempstead, NY 11550","(922) 644-8881","mbswan@optonline.net","10/13/2008 3:01","C"
"C0964","Ariel Alejo Blázquez Castells","10/27/1973","954 S. Nichols Rd.","New York, NY 10023","(405) 986-6020","ntegrity@hotmail.com","9/27/2020 15:00","D"
"C0965","Juan Antonio Solana-Torrijos","10/2/1992","584 Pumpkin Hill Dr.","Buffalo, NY 14221","(890) 409-6135","kawasaki@att.net","12/11/2008 6:06","E"
"C0966","Guiomar Jáuregui Ochoa","11/24/1993","9799 E. Pumpkin Hill Lane","Brooklyn, NY 11203","(252) 913-1668","library@yahoo.com","4/7/2018 16:31","E"
"C0967","Mayte Luz Bolaños","3/27/1975","60 Thatcher Court","New York, NY 10003","(622) 688-5821","kramulous@yahoo.ca","6/3/2013 6:10","C"
"C0968","Florencio López Diez","7/14/1985","8606 Edgewood Lane","New York, NY 10033","(255) 804-7439","neonatus@comcast.net","2/12/2006 5:01","D"
"C0969","Pepito Sedano Pou","4/24/1995","8408 Broad Ave.","Brooklyn, NY 11218","(815) 908-2066","jpflip@aol.com","7/28/2013 15:00","A"
"C0970","Aitana Gelabert Guardiola","3/10/1977","417 Nut Swamp Lane","New York, NY 10009","(601) 823-1097","jnolan@att.net","5/29/2005 20:46","B"
"C0971","Luis Pellicer Fábregas","4/4/1975","638 Jennings Street","Huntington, NY 11743","(297) 326-4044","snunez@optonline.net","8/26/2018 23:03","B"
"C0972","Herminio Pereira Redondo","7/4/1978","307 Fairview Avenue","Bronx, NY 10452","(952) 610-9397","sarahs@mac.com","4/9/2009 2:58","B"
"C0973","Primitiva Quintero Sacristán","5/19/1980","9182 Market St.","New York, NY 10011","(773) 942-8792","mosses@yahoo.ca","7/13/2018 0:46","D"
"C0974","Evangelina Esparza Mariscal","11/9/1970","55 Lake Forest Drive","Bronx, NY 10457","(516) 557-3412","parkes@att.net","2/25/2016 14:37","B"
"C0975","Celia Aguiló Duran","8/12/1986","1 Plymouth St.","New York, NY 10025","(921) 425-7436","rgiersig@outlook.com","1/27/2017 23:52","E"
"C0976","Olivia del Grau","9/27/1992","8279 Main Street","North Tonawanda, NY 14120","(689) 655-6058","kevinm@me.com","10/14/2015 20:38","B"
"C0977","Juan Bautista Valderrama Méndez","5/23/1971","918 Fordham St.","Fresh Meadows, NY 11365","(671) 524-5360","notaprguy@outlook.com","2/29/2012 2:54","A"
"C0978","Carina Cañete Alcolea","9/23/1986","508 Cypress St.","Levittown, NY 11756","(910) 903-9965","johnh@gmail.com","1/14/2018 16:54","C"
"C0979","Ambrosio Calatayud Revilla","11/26/1999","24 Railroad Court","Brooklyn, NY 11212","(904) 731-9687","erynf@mac.com","11/6/2018 10:29","E"
"C0980","Ildefonso de Fajardo","9/16/1974","634 Rockaway St.","New York, NY 10029","(455) 701-2540","jginspace@optonline.net","10/30/2007 1:02","D"
"C0981","Edelmira Baeza-Rodriguez","9/1/1993","957 South Arcadia Street","New York, NY 10024","(864) 567-3221","terjesa@att.net","12/6/2018 17:24","B"
"C0982","Socorro Castro Agustí","8/19/1972","750 Vernon Ave.","Brooklyn, NY 11208","(241) 803-9393","hermes@optonline.net","1/10/2013 7:24","A"
"C0983","Calixto Ávila Pintor","5/10/1983","35 Miller St.","Brooklyn, NY 11229","(237) 839-2784","hutton@me.com","12/24/2010 0:14","A"
"C0984","Severiano de Morán","1/31/1995","7545 Yukon Street","Brooklyn, NY 11216","(362) 504-0521","jguyer@icloud.com","11/26/2018 20:53","B"
"C0985","Olimpia Valls Calvet","9/23/1989","75 Victoria St.","Brentwood, NY 11717","(205) 311-7938","iamcal@me.com","4/27/2015 20:04","A"
"C0986","Vito del Lara","11/2/1976","7654 Creek St.","Bronx, NY 10472","(459) 473-8039","wkrebs@icloud.com","6/5/2018 8:38","E"
"C0987","Teodosio Arteaga Nicolau","3/25/1970","829 Devonshire Street","Brooklyn, NY 11215","(956) 901-0189","msherr@mac.com","1/2/2021 17:48","B"
"C0988","Juan Luis Amorós Calvet","4/3/1985","48 North Arch St.","South Richmond Hill, NY 11419","(289) 371-6935","evans@hotmail.com","2/3/2006 4:33","C"
"C0989","Olivia del Martí","2/1/1972","818 North Ridge St.","Woodside, NY 11377","(534) 741-5424","dgriffith@sbcglobal.net","10/17/2010 6:30","B"
"C0990","Nicanor Peña Tudela","8/5/1977","7 Hill Field St.","Bay Shore, NY 11706","(562) 803-1918","sakusha@me.com","4/21/2005 1:05","D"
"C0991","Elena Torre Blazquez","1/13/1974","13 4th Rd.","Endicott, NY 13760","(703) 578-2309","starstuff@live.com","10/4/2011 6:32","B"
"C0992","Adriana Zabala","11/11/1987","308 Elmwood Ave.","Brooklyn, NY 11233","(394) 282-3814","zeller@yahoo.com","6/14/2016 11:41","B"
"C0993","Yésica Carnero","3/29/1979","37 Sunbeam Lane","Brooklyn, NY 11223","(733) 346-2538","parasite@comcast.net","11/28/2006 10:08","D"
"C0994","Luis Miguel Gutierrez Llabrés","8/29/1972","679 Philmont St.","Brooklyn, NY 11201","(350) 800-2197","sherzodr@aol.com","8/30/2013 15:26","D"
"C0995","Josué Salom González","10/9/1978","324 Augusta St.","Auburn, NY 13021","(853) 698-8173","ajohnson@comcast.net","4/4/2010 21:07","B"
"C0996","Montserrat Tomé","5/22/1986","7606 Alderwood Rd.","New York, NY 10016","(946) 694-2288","hmbrand@optonline.net","2/15/2008 22:07","D"
"C0997","Berta Izaguirre-Coll","1/20/1987","8672 S. Mechanic Dr.","Bronx, NY 10463","(718) 641-6619","clkao@optonline.net","2/1/2016 21:30","A"
"C0998","Asunción Arnaiz Castellanos","9/3/1998","20 Marvon Rd.","Spring Valley, NY 10977","(352) 826-4955","kingma@mac.com","5/12/2016 16:39","D"
"C0999","Nilo Porras Casas","12/5/1976","116 Division Lane","New York, NY 10034","(473) 640-7258","mahbub@mac.com","8/10/2018 2:07","A"
